Time_s,TrueFriction,EstimatedFriction,RelativeErrorPercent
57.9,0.14,0.114984209205918,17.8684219957727
58,0.14,0.114984209205918,17.8684219957727
58.1,0.14,0.114984209205918,17.8684219957727
58.2,0.14,0.114984209205918,17.8684219957727
58.3,0.14,0.114984209205918,17.8684219957727
58.4,0.14,0.114984209205918,17.8684219957727
58.5,0.14,0.114984209205918,17.8684219957727
58.6,0.14,0.114984209205918,17.8684219957727
58.7,0.14,0.114984209205918,17.8684219957727
58.8,0.14,0.114984209205918,17.8684219957727
58.9,0.14,0.114984209205918,17.8684219957727
59,0.14,0.114984209205918,17.8684219957727
59.1,0.14,0.114984209205918,17.8684219957727
59.2,0.14,0.114984209205918,17.8684219957727
59.3,0.14,0.114984209205918,17.8684219957727
59.4,0.14,0.114984209205918,17.8684219957727
59.5,0.14,0.114984209205918,17.8684219957727
59.6,0.14,0.114984209205918,17.8684219957727
59.7,0.14,0.114984209205918,17.8684219957727
59.8,0.14,0.114984209205918,17.8684219957727
59.9,0.14,0.114984209205918,17.8684219957727
60,0.14,0.114984209205918,17.8684219957727
